mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0034724712371826173,0.0013316734420588134,0.0014462471008300781,0.0005295292636584395,squared_error,,,1,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.942997882144704,0.9208090202914886,0.9052027549185468,0.9540244778563597,0.8192968776291609,0.9084662025680521,0.04771196305247223,183
0.002325153350830078,0.0001146021938395713,0.0012073040008544922,2.957866669269401e-05,squared_error,,,1,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9502605779222855,0.9213667918988828,0.9059488573848287,0.9475787447296384,0.9430652736707528,0.9336440491212776,0.01718603464053033,37
0.002242708206176758,8.755067847895324e-05,0.0013072490692138672,0.00012150396530548395,squared_error,,,1,10,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9472992378827672,0.9175334160292734,0.9245826375433087,0.8998914729094692,0.8346762046978821,0.9047965938125401,0.038212872439327986,219
0.0023755550384521483,5.6268279815464335e-05,0.0012426376342773438,7.184561020116098e-05,squared_error,,,2,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9525172753502806,0.9231461481295535,0.9407602054465382,0.9595900366429698,0.8495850504072824,0.925119743195325,0.03973118384857872,94
0.0022536277770996093,3.218972225389463e-05,0.0011989593505859375,1.4594177494284945e-05,squared_error,,,2,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9505280015565427,0.9244370730851443,0.9385545381099042,0.9583457224466401,0.9321425175554153,0.9408015705507292,0.012249292687535482,3
0.0021170616149902345,4.8664637020808594e-05,0.0012216567993164062,7.897638374871093e-05,squared_error,,,2,10,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8836188157725262,0.9167394250421117,0.9330815690720087,0.9294797312803462,0.8278298290768603,0.8981498740487706,0.03925153514694821,235
0.0020422935485839844,2.0043048914102424e-05,0.0011762142181396484,6.773102151704676e-06,squared_error,,,4,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9385899492596745,0.9157914628260307,0.9251850308649737,0.9622620123916503,0.9346443567387912,0.935294562416224,0.015627534814287216,26
0.0020671367645263674,1.4816060246229899e-05,0.001206684112548828,2.8294329269574382e-05,squared_error,,,4,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9385606395183382,0.922170186212105,0.9246496507778432,0.9622620123916503,0.8278558695210937,0.915099671684206,0.04588546324267342,146
0.0020111083984375,2.0042708583237342e-05,0.0011873722076416015,1.441074157457976e-05,squared_error,,,4,10,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9408851530233968,0.9184821234066325,0.9227472783241821,0.9350147948697528,0.9298493920776777,0.9293957483403285,0.008088204488767233,67
0.0019709110260009766,2.986713990189577e-05,0.0012208938598632813,5.485625524922401e-05,squared_error,,,6,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 2}",0.9075024170062839,0.9183354771416792,0.8852147766513481,0.9319206977865282,0.8983346815746721,0.9082616100321024,0.01607178921864443,194
0.0020827293395996095,5.2432706893738046e-05,0.0012810707092285156,0.00010326000868077997,squared_error,,,6,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 5}",0.9075024170062839,0.9183354771416792,0.8852147766513481,0.9319206977865282,0.8984623516878782,0.9082871440547435,0.016056091298999407,191
0.001977825164794922,2.1444210492273178e-05,0.0012073993682861328,3.916496708609118e-05,squared_error,,,6,10,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 10}",0.9074975875602682,0.9183354771416792,0.8852147766513481,0.9319206977865282,0.8983346815746721,0.9082606441428991,0.016071834960980545,195
0.00038847923278808596,5.708810280626384e-05,0.0,0.0,squared_error,,auto,1,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",,,,,,,,865
0.00034646987915039064,4.155328737074726e-06,0.0,0.0,squared_error,,auto,1,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",,,,,,,,865
0.0003635883331298828,2.0206308643426483e-05,0.0,0.0,squared_error,,auto,1,10,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",,,,,,,,865
0.0003662109375,1.166936563069954e-05,0.0,0.0,squared_error,,auto,2,2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",,,,,,,,865
0.0003664970397949219,6.688310467278076e-06,0.0,0.0,squared_error,,auto,2,5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",,,,,,,,865
